,Nama,tempat lahir,tanggal lahir,Remove Gelar Depan,only_character
8498, edison lase ,,, edison lase ,edisonlase
8499, yaredi laoli ,,, yaredi laoli ,yaredilaoli
8500, bowoli sandroto ,,, bowoli sandroto ,bowolisandroto
8501, seti gulo ,,, seti gulo ,setigulo
8502, grace orlon mafoi waruwu ,,, grace orlon mafoi waruwu ,graceorlonmafoiwaruwu
8503, abiyudin waruwu ,,, abiyudin waruwu ,abiyudinwaruwu
8504, evolut zebua ,,, evolut zebua ,evolutzebua
8505, fatohu hia ,,, fatohu hia ,fatohuhia
8506, fiteli halawa ,,, fiteli halawa ,fitelihalawa
8507, martinus gulo ,,, martinus gulo ,martinusgulo
8508, libertini mendrofa ,,, libertini mendrofa ,libertinimendrofa
8509, nobis daeli ,,, nobis daeli ,nobisdaeli
8510, khamozaro halawa ,,, khamozaro halawa ,khamozarohalawa
8511, siado zai ,,, siado zai ,siadozai
8512, perdamaian f  daeli ,,, perdamaian f  daeli ,perdamaianfdaeli
8513, tolosokhi halawa ,,, tolosokhi halawa ,tolosokhihalawa
8514, patrio zebua ,,, patrio zebua ,patriozebua
8515, sinar abadi gulo ,,, sinar abadi gulo ,sinarabadigulo
8516, sari utamin waruwu ,,, sari utamin waruwu ,sariutaminwaruwu
8517, haogomano gulo ,,, haogomano gulo ,haogomanogulo
8518, yarisman waruwu ,,, yarisman waruwu ,yarismanwaruwu
8519, yaredi gulo ,,, yaredi gulo ,yaredigulo
8520, nitema gulo ,,, nitema gulo ,nitemagulo
8521, jon ken li laia ,,, jon ken li laia ,jonkenlilaia
8522, asazatulo giawa ,,, asazatulo giawa ,asazatulogiawa
8523, fa'ahakhododo gulo ,,, fa'ahakhododo gulo ,faahakhododogulo
8524, yustina repi ,,, yustina repi ,yustinarepi
8525, nurtiza dakhi ,,, nurtiza dakhi ,nurtizadakhi
8526, elisati halawa ,,, elisati halawa ,elisatihalawa
8527, ferisman ndruru ,,, ferisman ndruru ,ferismanndruru
8528, samahato buulolo ,,, samahato buulolo ,samahatobuulolo
8529, aldika wau ,,, aldika wau ,aldikawau
8530, agustana ndruru ,,, agustana ndruru ,agustanandruru
8531, sozanolo ndruru ,,, sozanolo ndruru ,sozanolondruru
8532, suarmanto laia ,,, suarmanto laia ,suarmantolaia
8533, fa’atulo sarumaha ,,, fa’atulo sarumaha ,faatulosarumaha
8534, pegangan dachi ,,, pegangan dachi ,pegangandachi
8535, sokhiwanolo waruwu ,,, sokhiwanolo waruwu ,sokhiwanolowaruwu
8536, eli yunus ndruru ,,, eli yunus ndruru ,eliyunusndruru
8537, efendi ndruru ,,, efendi ndruru ,efendindruru
8538, restuman ndruru ,,, restuman ndruru ,restumanndruru
8539, juniardin tafonao ,,, juniardin tafonao ,juniardintafonao
8540, meliakhi sarumaha ,,, meliakhi sarumaha ,meliakhisarumaha
8541, purim putri j  dachi ,,, purim putri j  dachi ,purimputrijdachi
8542, aris agustus dachi ,,, aris agustus dachi ,arisagustusdachi
8543, alternatif bago ,,, alternatif bago ,alternatifbago
8544, wajokhi famaugu ,,, wajokhi famaugu ,wajokhifamaugu
8545, memoris fau ,,, memoris fau ,memorisfau
8546, arman laia ,,, arman laia ,armanlaia
8547, tongoni tafonao ,,, tongoni tafonao ,tongonitafonao
8548, nurlimawati loi ,,, nurlimawati loi ,nurlimawatiloi
8549, sifaoita buulolo ,,, sifaoita buulolo ,sifaoitabuulolo
8550, wati loi ,,, wati loi ,watiloi
8551, tinada limbong ,,, tinada limbong ,tinadalimbong
8552, nibezaro halawa ,,, nibezaro halawa ,nibezarohalawa
8553, kristian laia ,,, kristian laia ,kristianlaia
8554, luluzatulo sarumaha ,,, luluzatulo sarumaha ,luluzatulosarumaha
8555, budirahman maduwu ,,, budirahman maduwu ,budirahmanmaduwu
8556, sodiriang ziliwu  a md  ,,, sodiriang ziliwu   ,sodiriangziliwu
8557, arimei zega  s e  ,,, arimei zega  s e  ,arimeizegase
8558, fatizaro hulu  s e   m m  ,,, fatizaro hulu  s e    ,fatizarohuluse
8559, notefalali zalukhu ,,, notefalali zalukhu ,notefalalizalukhu
8560, fangatulo zega ,,, fangatulo zega ,fangatulozega
8561, ingatan peristiwa zendrato  s h   m h  ,,, ingatan peristiwa zendrato     m  ,ingatanperistiwazendratom
8562, yusikman telaumbanua ,,, yusikman telaumbanua ,yusikmantelaumbanua
8563, forti perdana putra zega  s h  ,,, forti perdana putra zega    ,fortiperdanaputrazega
8564, damaria zai  a ma  ,,, damaria zai  a ma  ,damariazaiama
8565, wajar setia zebua ,,, wajar setia zebua ,wajarsetiazebua
8566, sukanto waruwu  s e  ,,, sukanto waruwu  s e  ,sukantowaruwuse
8567, kornelis zalukhu  s pd  ,,, kornelis zalukhu   ,korneliszalukhu
8568, deliana zalukhu ,,, deliana zalukhu ,delianazalukhu
8569, noferman zega ,,, noferman zega ,nofermanzega
8570, ya'aman telaumbanua  s e   m m  ,,, ya'aman telaumbanua  s e    ,yaamantelaumbanuase
8571, nimerodi hia ,,, nimerodi hia ,nimerodihia
8572, amizaro waruwu  s pd  ,,, amizaro waruwu   ,amizarowaruwu
8573, erila telaumbanua ,,, erila telaumbanua ,erilatelaumbanua
8574, faogonaso harefa ,,, faogonaso harefa ,faogonasoharefa
8575, dusman zebua ,,, dusman zebua ,dusmanzebua
8576, bedali lase  s pd k  ,,, bedali lase  k  ,bedalilasek
8577, hisikia harefa  a ma pd  ,,, hisikia harefa  a ma pd  ,hisikiaharefaamapd
8578, tanobadodo zalukhu ,,, tanobadodo zalukhu ,tanobadodozalukhu
8579, dalifati ziliwu  s pd   m pd  ,,, dalifati ziliwu     ,dalifatiziliwu
8580, herman lahagu ,,, herman lahagu ,hermanlahagu
8581, ahmad yusuf nasution ,,, ahmad yusuf nasution ,ahmadyusufnasution
8582, mochamad halid rahman ,,, mochamad halid rahman ,mochamadhalidrahman
8583, khoiruddin siagian ,,, khoiruddin siagian ,khoiruddinsiagian
8584, noni paisah ,,, noni paisah ,nonipaisah
8585, rusydi nasution ,,, rusydi nasution ,rusydinasution
8586, h  indra gunawan simbolon ,,,  indra gunawan simbolon ,indragunawansimbolon
8587, ali hotma tua hasibuan ,,, ali hotma tua hasibuan ,alihotmatuahasibuan
8588, hj  taty ariyani tambunan ,,,  taty ariyani tambunan ,tatyariyanitambunan
8589, abdul haris nasution ,,, abdul haris nasution ,abdulharisnasution
8590, ahmad maulana harahap ,,, ahmad maulana harahap ,ahmadmaulanaharahap
8591, arjuna sari nasution ,,, arjuna sari nasution ,arjunasarinasution
8592, madnur siregar ,,, madnur siregar ,madnursiregar
8593, siti mariam ,,, siti mariam ,sitimariam
8594, siwan siswanto ,,, siwan siswanto ,siwansiswanto
8595, h  mukhtar shabri ,,,  mukhtar shabri ,mukhtarshabri
8596, muhammad iqbal ,,, muhammad iqbal ,muhammadiqbal
8597, imran sah ritonga ,,, imran sah ritonga ,imransahritonga
8598, hj  elliyati ,,,  elliyati ,elliyati
8599, erpi j  samudra dalimunthe ,,, erpi j  samudra dalimunthe ,erpijsamudradalimunthe
8600, adianto ,,, adianto ,adianto
8601, iswandy arisandy ,,, iswandy arisandy ,iswandyarisandy
8602, erwin nasution ,,, erwin nasution ,erwinnasution
8603, feriansyah hasibuan ,,, feriansyah hasibuan ,feriansyahhasibuan
8604, sopian harahap ,,, sopian harahap ,sopianharahap
8605, marataman siregar ,,, marataman siregar ,maratamansiregar
8606, apriyadi harahap ,,, apriyadi harahap ,apriyadiharahap
8607, irpan ,,, irpan ,irpan
8608, abdul rahman harahap ,,, abdul rahman harahap ,abdulrahmanharahap
8609, parsaulian lubis ,,, parsaulian lubis ,parsaulianlubis
8610, imam gozali harahap ,,, imam gozali harahap ,imamgozaliharahap
8611, h  fahmi anwar nasution ,,,  fahmi anwar nasution ,fahmianwarnasution
8612, elfin hamonangan harahap ,,, elfin hamonangan harahap ,elfinhamonanganharahap
8613, arfin hasibuan ,,, arfin hasibuan ,arfinhasibuan
8614, romi parmonangan nasution ,,, romi parmonangan nasution ,romiparmonangannasution
8615, h  torkis afgani hasibuan ,,,  torkis afgani hasibuan ,torkisafganihasibuan
8616, luat hasibuan ,,, luat hasibuan ,luathasibuan
8617, jenti mutiara ,,, jenti mutiara ,jentimutiara
8618, h  nukman harahap ,,,  nukman harahap ,nukmanharahap
8619, h  lokot nasution ,,,  lokot nasution ,lokotnasution
8620, amran pikal siregar ,,, amran pikal siregar ,amranpikalsiregar
8621, h  syahwil nasution ,,,  syahwil nasution ,syahwilnasution
8622, h  muhammad hamidi pasaribu ,,,  muhammad hamidi pasaribu ,muhammadhamidipasaribu
8623, muhammad alwi lubis ,,, muhammad alwi lubis ,muhammadalwilubis
8624, raja aslin sinaloan lubis ,,, raja aslin sinaloan lubis ,rajaaslinsinaloanlubis
8625, h  puli parisan lubis ,,,  puli parisan lubis ,puliparisanlubis
8626, raja parlindungan nasution ,,, raja parlindungan nasution ,rajaparlindungannasution
8627, kholid mulia daulay ,,, kholid mulia daulay ,kholidmuliadaulay
8628, nanda servinta muda hasibuan ,,, nanda servinta muda hasibuan ,nandaservintamudahasibuan
8629, sufriady halomoan hasibuan ,,, sufriady halomoan hasibuan ,sufriadyhalomoanhasibuan
8630, mohammad ike t  hasibuan ,,, mohammad ike t  hasibuan ,mohammadikethasibuan
8631, sahrun hasibuan ,,, sahrun hasibuan ,sahrunhasibuan
8632, agus nasution ,,, agus nasution ,agusnasution
8633, h  irsan bangun harahap ,,,  irsan bangun harahap ,irsanbangunharahap
8634, maraganti hasibuan ,,, maraganti hasibuan ,maragantihasibuan
8635, erwin suwandi harahap ,,, erwin suwandi harahap ,erwinsuwandiharahap
8636, muarakumpul nasution ,,, muarakumpul nasution ,muarakumpulnasution
8637, h  jamaluddin hasibuan ,,,  jamaluddin hasibuan ,jamaluddinhasibuan
8638, muhammad dayan hasibuan ,,, muhammad dayan hasibuan ,muhammaddayanhasibuan
8639, hasan basri hasibuan ,,, hasan basri hasibuan ,hasanbasrihasibuan
8640, baharuddin daulay ,,, baharuddin daulay ,baharuddindaulay
8641, tariparlaut ,,, tariparlaut ,tariparlaut
8642, mariasin pane ,,, mariasin pane ,mariasinpane
8643, orial badry harahap ,,, orial badry harahap ,orialbadryharahap
8644, h  toguan harahap ,,,  toguan harahap ,toguanharahap
8645, abdul gafur simanjuntak ,,, abdul gafur simanjuntak ,abdulgafursimanjuntak
8646, pati kan kan harahap ,,, pati kan kan harahap ,patikankanharahap
8647, nurbaiti harahap ,,, nurbaiti harahap ,nurbaitiharahap
8648, syafaruddin harahap ,,, syafaruddin harahap ,syafaruddinharahap
8649, nimrod sitorus ,,, nimrod sitorus ,nimrodsitorus
8650, sarluman siregar ,,, sarluman siregar ,sarlumansiregar
8651, machmud pratama harahap ,,, machmud pratama harahap ,machmudpratamaharahap
8652, jaharuddin siregar chikles ,,, jaharuddin siregar chikles ,jaharuddinsiregarchikles
8653, amas muda siregar ,,, amas muda siregar ,amasmudasiregar
8654, mula rotua siregar ,,, mula rotua siregar ,mularotuasiregar
8655, mukhlis harahap ,,, mukhlis harahap ,mukhlisharahap
8656, hj  dewi irawan harahap ,,,  dewi irawan harahap ,dewiirawanharahap
8657, muhammad yusuf pasaribu ,,, muhammad yusuf pasaribu ,muhammadyusufpasaribu
8658, siramuddin harahap ,,, siramuddin harahap ,siramuddinharahap
8659, sapnawati nasution ,,, sapnawati nasution ,sapnawatinasution
8660, hajuddin ritonga ,,, hajuddin ritonga ,hajuddinritonga
8661, h  abdul rahman siregar ,,,  abdul rahman siregar ,abdulrahmansiregar
8662, muhammad amin siregar ,,, muhammad amin siregar ,muhammadaminsiregar
8663, hermansyah lubis ,,, hermansyah lubis ,hermansyahlubis
8664, basri harahap ,,, basri harahap ,basriharahap
8665, rico rivai siregar ,,, rico rivai siregar ,ricorivaisiregar
8666, panggana siregar ,,, panggana siregar ,pangganasiregar
8667, baleo muda siregar ,,, baleo muda siregar ,baleomudasiregar
8668, samsul bahri ,,, samsul bahri ,samsulbahri
8669, samsudin harahap ,,, samsudin harahap ,samsudinharahap
8670, akhiruddin ritonga ,,, akhiruddin ritonga ,akhiruddinritonga
8671, bayar manik ,,, bayar manik ,bayarmanik
8672, marido padang ,,, marido padang ,maridopadang
8673, ragat manik ,,, ragat manik ,ragatmanik
8674, mansehat manik ,,, mansehat manik ,mansehatmanik
8675, rismawaty bancin ,,, rismawaty bancin ,rismawatybancin
8676, parulian boangmanalu ,,, parulian boangmanalu ,parulianboangmanalu
8677, togatorop sinamo ,,, togatorop sinamo ,togatoropsinamo
8678, elson angkat ,,, elson angkat ,elsonangkat
8679, edison manik ,,, edison manik ,edisonmanik
8680, lukman padang ,,, lukman padang ,lukmanpadang
8681, kadri tumangger ,,, kadri tumangger ,kadritumangger
8682, muhammad said darwis boangmanalu ,,, muhammad said darwis boangmanalu ,muhammadsaiddarwisboangmanalu
8683, maju boangmanalu ,,, maju boangmanalu ,majuboangmanalu
8684, sabar manik ,,, sabar manik ,sabarmanik
8685, sehat tindaon ,,, sehat tindaon ,sehattindaon
8686, sonni p  berutu ,,, sonni p  berutu ,sonnipberutu
8687, hotmauli malau ,,, hotmauli malau ,hotmaulimalau
8688, hotma ramles tumangger ,,, hotma ramles tumangger ,hotmaramlestumangger
8689, selloh cibro ,,, selloh cibro ,sellohcibro
8690, ronald lubis ,,, ronald lubis ,ronaldlubis
8691, irwan ,,, irwan ,irwan
8692, bintar saragih ,,, bintar saragih ,bintarsaragih
8693, netty sianturi ,,, netty sianturi ,nettysianturi
8694, immanuel lingga ,,, immanuel lingga ,immanuellingga
8695, arif dermawan hutabarat ,,, arif dermawan hutabarat ,arifdermawanhutabarat
8696, suandi apohan s  ,,, suandi apohan s  ,suandiapohans
8697, ferry s  p  sinamo ,,, ferry s  p  sinamo ,ferryspsinamo
8698, timbul marganda lingga ,,, timbul marganda lingga ,timbulmargandalingga
8699, astronout nainggolan ,,, astronout nainggolan ,astronoutnainggolan
8700, denny torang haulian siahaan ,,, denny torang haulian siahaan ,dennytoranghauliansiahaan
8701, baren alijoyo purba ,,, baren alijoyo purba ,barenalijoyopurba
8702, hj  rini silalahi ,,,  rini silalahi ,rinisilalahi
8703, mangatas marulitua silalahi ,,, mangatas marulitua silalahi ,mangatasmarulituasilalahi
8704, daud simanjuntak ,,, daud simanjuntak ,daudsimanjuntak
8705, hendra parlindungan h  pardede ,,, hendra parlindungan  pardede ,hendraparlindunganpardede
8706, lulu carey gorga purba ,,, lulu carey gorga purba ,lulucareygorgapurba
8707, jani apohan saragih ,,, jani apohan saragih ,janiapohansaragih
8708, tongam pangaribuan ,,, tongam pangaribuan ,tongampangaribuan
8709, frengki boy saragih ,,, frengki boy saragih ,frengkiboysaragih
8710, frans herbert siahaan ,,, frans herbert siahaan ,fransherbertsiahaan
8711, nurlela sikumbang ,,, nurlela sikumbang ,nurlelasikumbang
8712, boy iskandar warongan ,,, boy iskandar warongan ,boyiskandarwarongan
8713, andika prayogi sinaga ,,, andika prayogi sinaga ,andikaprayogisinaga
8714, suhanto pakpahan ,,, suhanto pakpahan ,suhantopakpahan
8715, dedy putra manihuruk ,,, dedy putra manihuruk ,dedyputramanihuruk
8716, ronald darwin tampubolon ,,, ronald darwin tampubolon ,ronalddarwintampubolon
8717, ilhamsyah sinaga ,,, ilhamsyah sinaga ,ilhamsyahsinaga
8718, metro bodyart hutagaol ,,, metro bodyart hutagaol ,metrobodyarthutagaol
8719, rizky ananda sitorus ,,, rizky ananda sitorus ,rizkyanandasitorus
8720, alex wijaya panjaitan ,,, alex wijaya panjaitan ,alexwijayapanjaitan
8721, nasib simbolon ,,, nasib simbolon ,nasibsimbolon
8722, haposan sidauruk ,,, haposan sidauruk ,haposansidauruk
8723, noni sulvia ,,, noni sulvia ,nonisulvia
8724, pantas lasidos limbong ,,, pantas lasidos limbong ,pantaslasidoslimbong
8725, saur tua silalahi ,,, saur tua silalahi ,saurtuasilalahi
8726, nurmerita sitorus ,,, nurmerita sitorus ,nurmeritasitorus
8727, sorta ertaty siahaan ,,, sorta ertaty siahaan ,sortaertatysiahaan
8728, renaldi naibaho ,,, renaldi naibaho ,renaldinaibaho
8729, rismawati simarmata ,,, rismawati simarmata ,rismawatisimarmata
8730, paham gultom ,,, paham gultom ,pahamgultom
8731, pardon m  e  lumbanraja ,,, pardon m  e  lumbanraja ,pardonmelumbanraja
8732, hary jono situmorang ,,, hary jono situmorang ,haryjonositumorang
8733, romauli panggabean ,,, romauli panggabean ,romaulipanggabean
8734, saut martua tamba ,,, saut martua tamba ,sautmartuatamba
8735, polten simbolon ,,, polten simbolon ,poltensimbolon
8736, parluhutan sinaga ,,, parluhutan sinaga ,parluhutansinaga
8737, jonny sagala ,,, jonny sagala ,jonnysagala
8738, polma hasehaton gurning ,,, polma hasehaton gurning ,polmahasehatongurning
8739, jonner simbolon ,,, jonner simbolon ,jonnersimbolon
8740, magdalena nurainy sitinjak ,,, magdalena nurainy sitinjak ,magdalenanurainysitinjak
8741, basrun sihombing ,,, basrun sihombing ,basrunsihombing
8742, pantas marroha sinaga ,,, pantas marroha sinaga ,pantasmarrohasinaga
8743, suhanto sitanggang ,,, suhanto sitanggang ,suhantositanggang
8744, russel beringan jaya sihotang ,,, russel beringan jaya sihotang ,russelberinganjayasihotang
8745, parluhutan samosir ,,, parluhutan samosir ,parluhutansamosir
8746, m  rajali prima ,,, m  rajali prima ,mrajaliprima
8747, khaidir ,,, khaidir ,khaidir
8748, sarino ,,, sarino ,sarino
8749, m  yunus purba ,,, m  yunus purba ,myunuspurba
8750, m  ilham ritonga ,,, m  ilham ritonga ,milhamritonga
8751, james hotlan pangaribuan ,,, james hotlan pangaribuan ,jameshotlanpangaribuan
8752, robert butar-butar ,,, robert butar-butar ,robertbutarbutar
8753, m  riski ramadhan hasibuan ,,, m  riski ramadhan hasibuan ,mriskiramadhanhasibuan
8754, enriko silalahi ,,, enriko silalahi ,enrikosilalahi
8755, sadarita purba ,,, sadarita purba ,sadaritapurba
8756, edisman situmorang ,,, edisman situmorang ,edismansitumorang
8757, mangudut hasugian ,,, mangudut hasugian ,manguduthasugian
8758, zuhri ahyar ,,, zuhri ahyar ,zuhriahyar
8759, yusnani ,,, yusnani ,yusnani
8760, merlin barus ,,, merlin barus ,merlinbarus
8761, togar situmorang ,,, togar situmorang ,togarsitumorang
8762, jalaludin ,,, jalaludin ,jalaludin
8763, meryanto ,,, meryanto ,meryanto
8764, longway m  pakpahan ,,, longway m  pakpahan ,longwaympakpahan
8765, jordan sigalingging ,,, jordan sigalingging ,jordansigalingging
8766, edi resmanto ,,, edi resmanto ,ediresmanto
8767, samsul bahri ,,, samsul bahri ,samsulbahri
8768, suryadi ,,, suryadi ,suryadi
8769, surya anggara ,,, surya anggara ,suryaanggara
8770, siswanto ,,, siswanto ,siswanto
8771, m  efri sipayung ,,, m  efri sipayung ,mefrisipayung
8772, m  nasir damanik ,,, m  nasir damanik ,mnasirdamanik
8773, julasman ,,, julasman ,julasman
8774, satumin ,,, satumin ,satumin
8775, saidul bahri purba ,,, saidul bahri purba ,saidulbahripurba
8776, hari ananda ,,, hari ananda ,hariananda
8777, m  yusnar yusuf saragih ,,, m  yusnar yusuf saragih ,myusnaryusufsaragih
8778, sugiati ,,, sugiati ,sugiati
8779, nahwan ,,, nahwan ,nahwan
8780, darmalina saragih ,,, darmalina saragih ,darmalinasaragih
8781, h  ngatiman ,,,  ngatiman ,ngatiman
8782, junaidi s  ,,, junaidi s  ,junaidis
8783, supriadi ,,, supriadi ,supriadi
8784, hotnauli sinurat ,,, hotnauli sinurat ,hotnaulisinurat
8785, hj  yanti handayani siregar ,,,  yanti handayani siregar ,yantihandayanisiregar
8786, rasdiaman damanik ,,, rasdiaman damanik ,rasdiamandamanik
8787, defriaty tambal ,,, defriaty tambal ,defriatytambal
8788, taufiqurrahman ,,, taufiqurrahman ,taufiqurrahman
8789, susilawati ,,, susilawati ,susilawati
8790, hendro minata purba ,,, hendro minata purba ,hendrominatapurba
8791, andika pribadi waruwu ,,, andika pribadi waruwu ,andikapribadiwaruwu
8792, yasran ,,, yasran ,yasran
8793, riko hermanto simamora ,,, riko hermanto simamora ,rikohermantosimamora
8794, lo’osokhi gulo ,,, lo’osokhi gulo ,loosokhigulo
8795, muchtar d  s  nababan ,,, muchtar d  s  nababan ,muchtardsnababan
8796, jamil zeb tumori ,,, jamil zeb tumori ,jamilzebtumori
8797, hj  syuryanti sidabutar ,,,  syuryanti sidabutar ,syuryantisidabutar
8798, obbi putra hutagaol ,,, obbi putra hutagaol ,obbiputrahutagaol
8799, rivorman saleh manalu ,,, rivorman saleh manalu ,rivormansalehmanalu
8800, akhmad syukri nazry penarik ,,, akhmad syukri nazry penarik ,akhmadsyukrinazrypenarik
8801, augustina mariati ,,, augustina mariati ,augustinamariati
8802, rijondiman sinaga ,,, rijondiman sinaga ,rijondimansinaga
8803, herman soni saragih ,,, herman soni saragih ,hermansonisaragih
8804, selfi kristian purba ,,, selfi kristian purba ,selfikristianpurba
8805, herman sinambela ,,, herman sinambela ,hermansinambela
8806, mandapot pasaribu ,,, mandapot pasaribu ,mandapotpasaribu
8807, tonny agustinus lumban tobing ,,, tonny agustinus lumban tobing ,tonnyagustinuslumbantobing
8808, sri handayani batubara ,,, sri handayani batubara ,srihandayanibatubara
8809, munzir ,,, munzir ,munzir
8810, hj  nurarifah ,,,  nurarifah ,nurarifah
8811, erwin parulian saragih ,,, erwin parulian saragih ,erwinparuliansaragih
8812, badri kalimantan ,,, badri kalimantan ,badrikalimantan
8813, fao saut p  sinaga ,,, fao saut p  sinaga ,faosautpsinaga
8814, sastra joyo sirait ,,, sastra joyo sirait ,sastrajoyosirait
8815, bona uli rajagukguk ,,, bona uli rajagukguk ,bonaulirajagukguk
8816, juarsa siagian ,,, juarsa siagian ,juarsasiagian
8817, junita veronika munthe ,,, junita veronika munthe ,junitaveronikamunthe
8818, steven samrin girsang ,,, steven samrin girsang ,stevensamringirsang
8819, jhon manat purba ,,, jhon manat purba ,jhonmanatpurba
8820, aripin panjaitan ,,, aripin panjaitan ,aripinpanjaitan
8821, mariono ,,, mariono ,mariono
8822, jonson riduan sinaga ,,, jonson riduan sinaga ,jonsonriduansinaga
8823, maraden sinaga ,,, maraden sinaga ,maradensinaga
8824, rospita sitorus ,,, rospita sitorus ,rospitasitorus
8825, jon redikalmen sidauruk ,,, jon redikalmen sidauruk ,jonredikalmensidauruk
8826, edi suprapto ,,, edi suprapto ,edisuprapto
8827, jaminta purba ,,, jaminta purba ,jamintapurba
8828, umar yani ,,, umar yani ,umaryani
8829, binton tindaon ,,, binton tindaon ,bintontindaon
8830, lindung samosir ,,, lindung samosir ,lindungsamosir
8831, sugiarto ,,, sugiarto ,sugiarto
8832, timbul jaya hamonangan sibarani ,,, timbul jaya hamonangan sibarani ,timbuljayahamonangansibarani
8833, marandus elberd tindaon ,,, marandus elberd tindaon ,maranduselberdtindaon
8834, jamerson saragih ,,, jamerson saragih ,jamersonsaragih
8835, karvan saragih ,,, karvan saragih ,karvansaragih
8836, tumpak silitonga ,,, tumpak silitonga ,tumpaksilitonga
8837, ucok alatas siagian ,,, ucok alatas siagian ,ucokalatassiagian
8838, bernhard damanik ,,, bernhard damanik ,bernharddamanik
8839, benfri sinaga ,,, benfri sinaga ,benfrisinaga
8840, usmayanto ,,, usmayanto ,usmayanto
8841, ikhwanuddin nasution ,,, ikhwanuddin nasution ,ikhwanuddinnasution
8842, saida purba ,,, saida purba ,saidapurba
8843, sariadi saragih ,,, sariadi saragih ,sariadisaragih
8844, lisnawati sirait ,,, lisnawati sirait ,lisnawatisirait
8845, agus irawan sinaga ,,, agus irawan sinaga ,agusirawansinaga
8846, adianto pasaribu ,,, adianto pasaribu ,adiantopasaribu
8847, hendra sukmana sinaga ,,, hendra sukmana sinaga ,hendrasukmanasinaga
8848, salbin damanik ,,, salbin damanik ,salbindamanik
8849, edy sumanto ,,, edy sumanto ,edysumanto
8850, jarusdin sinaga ,,, jarusdin sinaga ,jarusdinsinaga
8851, suriawan ,,, suriawan ,suriawan
8852, esron simbolon ,,, esron simbolon ,esronsimbolon
8853, sarudin gultom ,,, sarudin gultom ,sarudingultom
8854, elias barus ,,, elias barus ,eliasbarus
8855, andre andika sinaga ,,, andre andika sinaga ,andreandikasinaga
8856, erna sari purba ,,, erna sari purba ,ernasaripurba
8857, histony sijabat ,,, histony sijabat ,histonysijabat
8858, johanes sipayung ,,, johanes sipayung ,johanessipayung
8859, irwansyah purba ,,, irwansyah purba ,irwansyahpurba
8860, walpiden tampubolon ,,, walpiden tampubolon ,walpidentampubolon
8861, teddy erwin ,,, teddy erwin ,teddyerwin
8862, nariadi ,,, nariadi ,nariadi
8863, syahrial bakti ,,, syahrial bakti ,syahrialbakti
8864, antoni darwin nasution alias anton king ,,, antoni darwin nasution alias anton king ,antonidarwinnasutionaliasantonking
8865, nurul hasnita marpaung ,,, nurul hasnita marpaung ,nurulhasnitamarpaung
8866, krisman sitindaon ,,, krisman sitindaon ,krismansitindaon
8867, eriston sihaloho ,,, eriston sihaloho ,eristonsihaloho
8868, leiden butar butar ,,, leiden butar butar ,leidenbutarbutar
8869, surya darma ,,, surya darma ,suryadarma
8870, gotex salim pak de ,,, gotex salim pak de ,gotexsalimpakde
8871, dahman sirait ,,, dahman sirait ,dahmansirait
8872, neni kosasih ,,, neni kosasih ,nenikosasih
8873, tengku eswin ,,, tengku eswin ,tengkueswin
8874, hj  artati ,,,  artati ,artati
8875, chairunnisa batubara ,,, chairunnisa batubara ,chairunnisabatubara
8876, martin ,,, martin ,martin
8877, hermansyah ,,, hermansyah ,hermansyah
8878, said budi syafril ,,, said budi syafril ,saidbudisyafril
8879, husaini ,,, husaini ,husaini
8880, h  alpian panjaitan ,,,  alpian panjaitan ,alpianpanjaitan
8881, mas budi panjaitan ,,, mas budi panjaitan ,masbudipanjaitan
8882, andi abdul rahim ,,, andi abdul rahim ,andiabdulrahim
8883, muhammad yusuf ,,, muhammad yusuf ,muhammadyusuf
8884, rusnaldi dharma ,,, rusnaldi dharma ,rusnaldidharma
8885, riswan ,,, riswan ,riswan
8886, ipong dalimunthe ,,, ipong dalimunthe ,ipongdalimunthe
8887, muhammad yunus ,,, muhammad yunus ,muhammadyunus
8888, armen sanusi harahap ,,, armen sanusi harahap ,armensanusiharahap
8889, husin sogot simatupang ,,, husin sogot simatupang ,husinsogotsimatupang
8890, abdul basith dalimunthe ,,, abdul basith dalimunthe ,abdulbasithdalimunthe
8891, eddy arryanto hasibuan ,,, eddy arryanto hasibuan ,eddyarryantohasibuan
8892, dolly putra parlindungan pasaribu ,,, dolly putra parlindungan pasaribu ,dollyputraparlindunganpasaribu
8893, harmeni batubara ,,, harmeni batubara ,harmenibatubara
8894, rocky anugrah parlindungan gultom ,,, rocky anugrah parlindungan gultom ,rockyanugrahparlindungangultom
8895, andi jaka sipahutar ,,, andi jaka sipahutar ,andijakasipahutar
8896, derliana siregar ,,, derliana siregar ,derlianasiregar
8897, muhammad rawi ritonga ,,, muhammad rawi ritonga ,muhammadrawiritonga
8898, edison rambe ,,, edison rambe ,edisonrambe
8899, h  ali adanan nasution ,,,  ali adanan nasution ,aliadanannasution
8900, h  rahmat nasution ,,,  rahmat nasution ,rahmatnasution
8901, nurhayati pane ,,, nurhayati pane ,nurhayatipane
8902, zulkarnain dalimunthe ,,, zulkarnain dalimunthe ,zulkarnaindalimunthe
8903, andes mar siregar ,,, andes mar siregar ,andesmarsiregar
8904, mukmin saleh siregar ,,, mukmin saleh siregar ,mukminsalehsiregar
8905, james watt siregar ,,, james watt siregar ,jameswattsiregar
8906, ledy namarina ,,, ledy namarina ,ledynamarina
